id,keyword,text,target,RoBERTa,Accuracy,
1786,thunderstorm,"My moan is drowned out by the thunder outside. It’s raining even harder now, but I like that the thunderstorm is our background noise. It somehow makes this even more sensual. 1598794404935999490 2022-12-02 21:41:04 +0000 <William39370595> Kids are coming home from school sounds like a thunderstorm and a stampede",0,0,1,
1787,thunderstorm,"@PerroChuco @stormchasernick I'm not tracking with satellite images, but if I was, they now have a resolution that is high enough to see small storms over Catatumbo and Maracaibo. The technology that detects lightning globally also detects every thunderstorm on the planet. It's not going to be missed.",1,1,1,
1788,thunderstorm,Brees is ok people. Its confirmed he did not get struck by lightning. He did however sh!t his pants! Who in the hell thought it would be a good idea to have a photoshoot in a thunderstorm with all sorts of electrical equipment around?,0,0,1,
1789,thunderstorm,??Potentially dangerous storm with 2 Overshooting Tops moving towards Durban and the eastcoast. An Overshooting Top (or Penetrating Top) is a dome-like protrusion shooting out of the top of the anvil of a thunderstorm and into the lower stratosphere. When an Overshooting ??,1,1,1,
1790,tornado,"there would be a tornado that wrecking everything upside down until there was nothing but shambles, debris of a passionate yet consuming love. they loved each other dearly, but with love there would always come a tinge of hatred and jealousy. ++ ?",0,0,1,
1791,tornado,Mapex Tornado drum kit excellent condition with stands and cymbals  https://t.co/3IvasLyNzo #drumkit #drums #drummers #music,0,0,1,
1792,tornado,"First Saturday of every month, my city and two other cities test their tornado sirens an hour apart from each other and it just makes me miss the old Chrysler Air Raid Sirens we used to use.",0,1,0,
1793,tornado,"@spann WBRC started to interrupt the game telecast to issue a tornado warning just as Bo Jackson was breaking away on the game winning TD run. But they waited until the play was over. Priorities, people, priorities.",0,0,1,
1794,tornado,Local News Deep South Tornado Outbreak Dead From Twister In The Dark ? ?? https://t.co/oHagb6t0jt,1,1,1,
1795,tornado,"The tornado sirens are going off all over LaPorte, Indiana, from what I can only assume, to recognize the American defeat by the Dutch. America has fallen. It’s a sad day in American history. https://t.co/lPN0BJD9Vs",0,1,0,
1796,tornado,First Saturday of the month means Tornado siren test,0,1,0,
1797,tornado,"@sm97575744 @Rainmaker1973 Dude, the strongest winds on this map are about 70km/h, not 600. 600 has never been recorded on Earth, the highest wind speed ever recorded was in a tornado, and somewhere between 400 and 500km/h. ",1,1,1,
1798,tornado,"@smcroasters @SilasGreaves9 The pressure is low in the tornado, but higher just outside of it. Fish on!",1,1,1,
1799,tornado,he fastest winds on earth are inside a tornado funnel. Winds here have been recorded at 482 kph (300 mph). Install 1Weather Now! Click Below: https://t.co/8hCxVBSBsS,0,1,0,
1800,tragedy,"As Richard Bennett, the special reporter of the United Nations, said, it is expected that the tragedy of the attack on Sewak-Shiber, Daikundi, as a result of which civilians, including women and children, were martyred and injured, will be investigated in a transparent manner. https://t.co/jnZi0k54Ss",1,1,1,
1801,tragedy,"Deep-sea mining is set to begin in 2023 and will cause irreversible destruction to our planet. Add your name to the urgent open letter against deep-sea mining, and help us prevent this tragedy before it begins. #DefendtheDeep https://t.co/xahFt57tqE",1,1,1,
1802,tragedy,"@CByder One important aspect is the number of civilian to military deaths in Vietnam. This ratio is much higher in any US war then in any Russian war. Saying this, any civilian death is a tragedy. They have not taken up arms. Russia is also careful to not target the myriad of volunteers.",0,1,0,
1803,tragedy,"1984 Bhopal gas tragedy: Four decades on, no closure in sight for victims https://t.co/pJ7IgooHcj",1,1,1,
1804,tragedy,"The tragedy of little things, like uninvited arguments, is in essence the same as the tragedy of big things, like war. They prevent us enjoying the company of family, close members as well as those at a stretch, at times such as Christmas. At all times, mirth is awareness of God.",0,0,1,
1805,tragedy,"@2aHistory @Davidc071013 @Jim_Jordan Media gave ass much attention to Virginia as Colorado, the only difference was the response from the right: LGBTQ are evil and must die vs Virginia was a tragedy",0,1,0,
1806,tragedy,Southern Storm: The Tragedy of Flight 242 8ZU8TKA https://t.co/johOdW3maA https://t.co/Hp9Qn19p96,1,1,1,
1807,tragedy,"Dude what is going on with my family, it's one tragedy after another.",0,0,1,
1808,tragedy,Enziu River tragedy: Survivors recall the day 33 fellow wedding day travellers drowned https://t.co/0JXz4RmhGN,1,1,1,
1809,tragedy,"@JimMacMillan Ok. Counterpoint. 12,000 people have died in Myanmar since 2021 due to the confiscation of arms and military coup in that country. This is what I mean by the ethical balance. 2,800 dead in Philadelphia tragedy. 12,000 dead in Myanmar bigger tragedy. https://t.co/h46PqS5CoT",1,1,1,
1810,trapped,Police in Virginia say they arrested a driver who trapped a state trooper in his passenger door while speeding Friday afternoon. https://t.co/cs7ta3Ozof,1,1,1,
1811,trapped,The only way to warm myself up at night in ch is covering my whole body with a blanket and letting my hot warm breath trapped inside,0,0,1,
1812,trapped,You're trapped in a wet lodge. The floor is filled with destroyed flowers. Why is this all here?,0,0,1,
1813,trapped,"trapped in the maze of choices, worn out in the chaos with only dead ends, though we wandered around looking for the answer, lost in the maze, in the darkness",0,0,1,
1814,trapped,The sick cycle of abuse It never ends Girls trapped in #Cults or #Churches for the men who prey on them. The women who protect them &amp; do their dirty work for them.,1,0,0,
1815,trapped,trapped in a burning house a silent picture and there is no way out,1,1,1,
1816,trapped,"My friends were robbed of their lives and trapped in this cycle of agony... All the while I just sat and watched, justifying it as the means to realize her ideal. This sin shall never be forgiven.",0,0,1,
1817,trapped,@StephenPunwasi You honestly believe the “average person” is dumb? I don’t. I think they’re trapped by bad policy. They know it but see no way out but pain. No one wants pain.,0,0,1,
1818,trapped,"MPs are continuing to visit @railpen buildings and are shocked at what they find! Well, we have 1000s of people trapped in similar homes around the country if anyone else wants to visit ?? #BuildingSafetyCrisis https://t.co/exRAdJKyER",1,1,1,
1819,trapped,"@Offclnrtvrspctr @european_ascent @StealYourFace6 @PrisonPlanet No it's not. Look at the Chinese. They were literally Caucasoids who got trapped in the mountains, and followed your plan of building a giant fucking wall to keep foreigners out. Now they have the highest rate of genetic disorders on planet earth.",0,0,1,
1820,trauma,"Trauma has left a lot of people shattered, incapable of handling emotions, most of us can even get to move past where we are currently, it seems impossible. Our experiences have left scars that we feel can never heal. That’s not true. Your life can always get better ?????.",0,0,1,
1821,trauma,"So much trauma I’ve never healed from. It’s eating away at me and honestly, I just want some peace.",0,0,1,
1822,trauma,"I like how panicked they are in this first match. Masaya trauma really acting up, but it also can just be general nerves. Good lesson Satouin. https://t.co/T9bzAkk7bC",0,0,1,
1823,trauma,I recognize that this is a cycle of generational trauma. Those academic workers on strike are trying to break this cycle against the raging current of complacency &amp; status quo. Why not push that movement forward and coming together in solidarity? Why not be on the side of change?,0,0,1,
1824,trauma,"We are a great believer in supporting female survivors of trauma and abuse by offering free, bilingual and non-judgmental therapy and mental health wellbeing advice. Newly opened therapy room at The Circle for all amazing women from Glasgow #therapy #traumahealing #newlife https://t.co/Jj85f2Xuk6",0,0,1,
1825,trauma,"@glkg0223 The unbelievable, the unconscionable, the pride, the illegitimate....enough of this 8 year tragic black comedy. This trauma must end. Ignore this language, and move on with convictions and imprisonment asap. Seize this moment (again). Move on to Governing.",0,0,1,
1826,trauma,"Trauma is not a sport. There's no grading, no winning or losing for having it ""better"" or ""worse"" than someone else. Your trauma is valid as it is and doesn't need comparison in order to be taken seriously. Mental health is part of whole health. ??????",0,0,1,
1827,trauma,How do I tell my mom that my tattoo is a metaphor for my emergence from the religious trauma she contributed to…,0,0,1,
1828,trauma,Now every time I see these symbols I have a minor panic attack…serious symptom of trauma,0,0,1,
1829,trauma,England’s trauma with penalty shoot outs is mad. Every tournament the second the knock out stages start they start talking about penalties.,0,0,1,
1830,traumatised,"Tony was a homeless 21-year-old who saw no future for himself. We worked with @goldinghomes to get Tony housed but he was so traumatised that he spent the first 6 months sleeping on the floor. Slowly, we saw a remarkable change in him. This is his story: https://t.co/fg6JfuM9D2 https://t.co/KWC85RNjdZ",0,0,1,
1831,traumatised,"I'm so traumatised rn, a huge beetle just landed on my soft toy and now it's terrorising me by flying all around my room ?????? https://t.co/PlNu7PsQht",0,0,1,
1832,traumatised,Relatives of nursing home residents remain traumatised by the experience of watching through a bedroom window as a loved one passed away during the worst years of the #Covid-19 pandemic a report by @HIQA says. They talked about the effect this had on them. https://t.co/OjzhmPJXNr,1,1,1,
1833,traumatised,It was a war without bullets. Zackie Achmat says activists who fought HIV #denialism are still traumatised because they dealt with death on a daily basis. Find out what he’s doing today via @SeanChristieSA. https://t.co/AZfy1c3f7s https://t.co/Ms7cMWYU1v,1,0,0,
1834,traumatised,"As someone still traumatised by how difficult I found the ""chicken with a pulley in the middle"", I am certain I am supposed to be on casual mode here https://t.co/PFPOT88whI",0,0,1,
1835,traumatised,@Emilio2763 The little girl is traumatised and petrified. Her 'fiance' is a paedophile and this should not be right in ANY religion or culture. She needs rescuing from a life of sexual assault and rape by her 'legal paedophile'. In 2022 this should NOT be in the world anywhere.,1,0,0,
